material_thermal_conductivity,material_cost_per_kg,material_density,llm_current_cooling_type,llm_ambient_temperature,llm_thermal_output,predicted_pue,predicted_throughput_gain
50.0,1.0,7850,1,28.392720399637106,385.73184239056735,1.5617,3.6695
50.0,1.0,7850,0,30.939678024131606,584.2328231934925,1.6807,1.346
50.0,1.0,7850,1,24.699852482557095,455.36981477991446,1.5725,3.1084
50.0,1.0,7850,2,31.010974819662643,721.0250924224551,1.4808,2.7266
50.0,1.0,7850,1,29.342326803013933,582.5858887506445,1.577,2.4296
50.0,1.0,7850,0,22.142505015280975,563.3083850754633,1.6645,1.396
50.0,1.0,7850,2,24.869164615521456,680.2400962988861,1.4801,2.89
50.0,1.0,7850,0,30.61804471665723,729.8193904241289,1.6814,1.0775
50.0,1.0,7850,1,18.521411770499395,676.3907772111531,1.5505,2.0927
50.0,1.0,7850,0,27.880845876955398,707.8964606251845,1.668,1.1108
50.0,1.0,7850,1,31.83431767507137,519.1310406628024,1.5571,2.7266
50.0,1.0,7850,0,29.53073887019215,504.9356747084242,1.6761,1.5574
50.0,1.0,7850,2,31.906464710255456,672.520723537617,1.4964,2.9232
50.0,1.0,7850,2,18.040543725121346,372.1376376457264,1.4481,5.2828
50.0,1.0,7850,1,21.273332116917036,427.45637513039753,1.5493,3.3113
50.0,1.0,7850,1,29.062234662772354,418.3492129571785,1.5642,3.3834
50.0,1.0,7850,1,23.2201056173843,600.9138862181649,1.5723,2.3555
50.0,1.0,7850,0,31.328363709584963,723.3310488818252,1.6649,1.0871
50.0,1.0,7850,0,30.72914799045908,421.30216516990606,1.661,1.8665
50.0,1.0,7850,1,25.09756969910675,447.7831491943914,1.56,3.161
50.0,1.0,7850,0,18.912389524387915,467.7257386951219,1.6586,1.6813
50.0,1.0,7850,0,31.652839797693495,558.9799319420521,1.6708,1.4068
50.0,1.0,7850,1,20.96736387797357,486.7301945370115,1.5551,2.9081
50.0,1.0,7850,0,19.06617571113072,519.3461403455105,1.6607,1.5141
50.0,1.0,7850,2,23.387534783654488,582.0283834680001,1.4627,3.3777
50.0,1.0,7850,2,28.445339949226735,640.8235969586655,1.4768,3.0678
50.0,1.0,7850,1,25.939394692741104,732.1168274941928,1.5499,1.9334
50.0,1.0,7850,1,23.657051816714855,611.183984204235,1.5631,2.3159
50.0,1.0,7850,2,21.590202973178876,625.9909844125144,1.4577,3.1405
50.0,1.0,7850,1,27.2560703521428,575.0765275632966,1.5519,2.4613
50.0,1.0,7850,2,30.09516241489314,587.7175320114117,1.4867,3.345
50.0,1.0,7850,1,28.053961424599848,708.3147131322025,1.5436,1.9983
50.0,1.0,7850,0,25.07279343249234,654.402227150107,1.6677,1.2017
50.0,1.0,7850,1,28.947750413723075,419.4714654842637,1.5435,3.3744
50.0,1.0,7850,0,20.79324798848699,487.41385849772576,1.6572,1.6133
50.0,1.0,7850,2,18.65204125306398,454.030808172615,1.5022,4.3299
50.0,1.0,7850,0,30.346134337295013,544.1384167454091,1.6816,1.4452
50.0,1.0,7850,1,29.909512584519067,594.8936678180529,1.565,2.3793
50.0,1.0,7850,1,23.911334256210857,742.0231200743791,1.555,1.9076
50.0,1.0,7850,0,24.721724458239493,445.5975589529533,1.6696,1.7647
50.0,1.0,7850,0,20.44888647083862,512.0056304590254,1.6779,1.5359
50.0,1.0,7850,2,21.16461917147407,534.5719837264453,1.4859,3.6775
50.0,1.0,7850,1,29.84885554270265,726.8125449887186,1.5606,1.9475
50.0,1.0,7850,2,20.207120531464643,544.802014015145,1.497,3.6085
50.0,1.0,7850,0,25.67463659650995,505.1968521934949,1.6633,1.5566
50.0,1.0,7850,2,19.03239595934726,495.9876731496814,1.5033,3.9636
50.0,1.0,7850,1,18.28454940533372,550.5859149122181,1.571,2.5708
50.0,1.0,7850,2,25.222187604300565,419.8348652842718,1.4449,4.6826
50.0,1.0,7850,2,24.36876646992368,543.838613835732,1.4505,3.6149
50.0,1.0,7850,2,28.417328445511455,466.6884329202108,1.4665,4.2125
50.0,1.0,7850,0,22.821934325191368,356.75263699350296,1.6641,2.2042
50.0,1.0,7850,1,23.091593229820607,422.8773649561182,1.5696,3.3472
50.0,1.0,7850,1,27.36892788056105,606.4902555050937,1.5633,2.3338
50.0,1.0,7850,2,26.136381595335934,502.7734745696896,1.4664,3.9101
50.0,1.0,7850,2,20.807210260301446,578.7858785229284,1.4665,3.3966
50.0,1.0,7850,0,31.241861204752666,450.1482799288591,1.659,1.7469
50.0,1.0,7850,1,29.966890079056867,515.4513524685754,1.5542,2.7461
50.0,1.0,7850,2,26.870547423042318,748.977217464418,1.4437,2.6248
50.0,1.0,7850,2,31.31900314829514,463.6043449681494,1.4581,4.2405
50.0,1.0,7850,0,21.263069536614868,589.138008616964,1.6576,1.3348
50.0,1.0,7850,0,29.794370294635883,465.21281361517015,1.6789,1.6903
50.0,1.0,7850,1,31.79450601934992,415.56807394719436,1.5735,3.4061
50.0,1.0,7850,0,25.743108187130467,403.6790422577559,1.6803,1.948
50.0,1.0,7850,0,26.818911060461694,720.0196804718946,1.6686,1.0921
50.0,1.0,7850,2,30.650956722041457,552.2275083214154,1.4749,3.56
50.0,1.0,7850,1,24.663850237884496,523.4134981257769,1.5488,2.7043
50.0,1.0,7850,0,20.781422512165218,728.3535488473564,1.6812,1.0796
50.0,1.0,7850,1,31.549945541704204,402.4927350552353,1.5413,3.5167
50.0,1.0,7850,1,21.822746023828323,493.6203601514681,1.5463,2.8675
50.0,1.0,7850,2,26.825289591939608,642.9192386598866,1.4826,3.0578
50.0,1.0,7850,1,31.160482359284188,427.6449853865267,1.5461,3.3099
50.0,1.0,7850,2,27.221145715433142,574.9110909858955,1.4722,3.4195
50.0,1.0,7850,1,18.84420062133117,720.2148541175968,1.5542,1.9653
50.0,1.0,7850,1,22.701387635426762,451.8879874658921,1.5571,3.1323
50.0,1.0,7850,1,19.875178002436307,694.500440511265,1.5556,2.0381
50.0,1.0,7850,2,22.563859053485125,371.08171298099023,1.4889,5.2978
50.0,1.0,7850,2,29.172447185350485,361.64346266433,1.504,5.4361
50.0,1.0,7850,2,26.06918437879824,477.11987902384845,1.4651,4.1204
50.0,1.0,7850,2,21.695339483907297,548.2396615262682,1.4664,3.5859
50.0,1.0,7850,1,28.791567977931557,545.6640170627207,1.5633,2.594
50.0,1.0,7850,2,28.914054991911506,469.3917480872572,1.4686,4.1882
50.0,1.0,7850,1,28.941260599154404,515.5795072343873,1.5565,2.7454
50.0,1.0,7850,2,28.21283662367247,734.7550815919692,1.4502,2.6756
50.0,1.0,7850,2,20.506188528503017,508.5960208222886,1.5002,3.8654
50.0,1.0,7850,2,26.131066285319115,358.9535464544644,1.4484,5.4768
50.0,1.0,7850,2,22.15264688582438,630.9483187065341,1.4925,3.1158
50.0,1.0,7850,0,18.0763583683152,414.3310333356364,1.6786,1.8979
50.0,1.0,7850,1,24.064265454450815,376.49787025283706,1.5469,3.7595
50.0,1.0,7850,2,25.112441087699395,635.3837879151079,1.4543,3.0941
50.0,1.0,7850,1,22.083588499786934,728.6409398256084,1.5575,1.9426
50.0,1.0,7850,0,24.635878343709244,383.4334147703981,1.6609,2.0509
50.0,1.0,7850,1,25.421804423530542,569.5949888746375,1.5605,2.485
50.0,1.0,7850,0,30.396362345201833,489.01956599865355,1.6617,1.608
50.0,1.0,7850,0,21.826438392912767,475.04168391144407,1.6713,1.6554
50.0,1.0,7850,0,20.531184200224978,563.3417618184044,1.6768,1.3959
50.0,1.0,7850,1,25.58018717689177,708.4796675032876,1.5722,1.9979
50.0,1.0,7850,0,21.090578562741452,386.79717573018223,1.6567,2.033
50.0,1.0,7850,0,30.238871063628757,590.3986624537056,1.6792,1.3319
50.0,1.0,7850,0,28.71340115939572,373.3818998680471,1.6572,2.1061
50.0,1.0,7850,2,31.34135262074831,457.3737905140221,1.4873,4.2983
50.0,1.0,7850,1,28.405575416111315,661.9584424993819,1.5475,2.1383
50.0,1.0,7850,0,23.501427315995304,431.5027977549223,1.6637,1.8224
50.0,1.0,7850,1,20.8082345626291,548.1634362399535,1.5625,2.5822
50.0,1.0,7850,2,24.749809049600376,405.2673716269601,1.5027,4.8509
50.0,1.0,7850,2,20.71329280702136,466.0310284359588,1.494,4.2184
50.0,1.0,7850,0,29.725821547632716,598.995800981877,1.6794,1.3128
50.0,1.0,7850,1,23.26991547545835,573.3921964852833,1.5755,2.4686
50.0,1.0,7850,1,24.904887807166027,607.4283694490554,1.5463,2.3302
50.0,1.0,7850,2,24.53942195111309,381.35518377182564,1.5038,5.1551
50.0,1.0,7850,2,22.05850460962388,406.6863256883827,1.4551,4.834
50.0,1.0,7850,2,26.412821599569295,651.7657694767031,1.4862,3.0163
50.0,1.0,7850,2,22.913789547510262,742.2505138612125,1.4407,2.6486
50.0,1.0,7850,0,22.3089800021165,467.8458108868947,1.6629,1.6808
50.0,1.0,7850,1,24.36071656563608,524.193042259099,1.5618,2.7003
50.0,1.0,7850,0,21.283934043828395,423.1676329391232,1.6809,1.8583
50.0,1.0,7850,0,29.287408882292613,584.2331500639567,1.6777,1.346
50.0,1.0,7850,2,18.45132619700836,557.1711470818881,1.5039,3.5284
50.0,1.0,7850,1,23.94844173013351,365.32616670207653,1.5707,3.8745
50.0,1.0,7850,1,23.60377258871781,522.0017713831504,1.5589,2.7116
50.0,1.0,7850,1,29.006016245909514,611.4298526140713,1.5836,2.315
50.0,1.0,7850,1,20.774079768041645,504.5937073940303,1.5546,2.8051
50.0,1.0,7850,1,25.368353937690948,590.0633559618973,1.5669,2.3988
50.0,1.0,7850,0,23.018289769122724,631.5545051773477,1.6714,1.2451
50.0,1.0,7850,2,31.909832223032414,611.5207672013303,1.475,3.2148
50.0,1.0,7850,1,31.434824090410583,442.0470616530516,1.5786,3.2021
50.0,1.0,7850,0,24.877224425271592,443.2220968967622,1.6655,1.7742
50.0,1.0,7850,0,28.871443696790273,491.66176660714166,1.6732,1.5994
50.0,1.0,7850,2,26.054680681271417,738.2714226789321,1.5009,2.6629
50.0,1.0,7850,0,22.50175897932042,619.3267636552284,1.659,1.2697
50.0,1.0,7850,0,21.664696936881775,710.5240299065933,1.6578,1.1067
50.0,1.0,7850,1,22.680521911888576,405.56394973292043,1.562,3.4901
50.0,1.0,7850,2,23.937745740318856,643.4517607455793,1.488,3.0553
50.0,1.0,7850,0,27.800418063430037,524.0559902273599,1.6573,1.5005
50.0,1.0,7850,2,23.925898045068124,661.4857757472723,1.4744,2.972
50.0,1.0,7850,1,21.148143809708152,409.98519397272156,1.5607,3.4525
50.0,1.0,7850,1,19.602207536038005,665.7694604748826,1.5667,2.126
50.0,1.0,7850,1,21.60443336198019,482.6818037481835,1.5584,2.9325
50.0,1.0,7850,2,19.934036613213205,692.21503285689,1.4866,2.84
50.0,1.0,7850,0,30.90064367830565,726.648982660405,1.6637,1.0822
50.0,1.0,7850,1,23.516684204914256,724.716451627974,1.5857,1.9531
50.0,1.0,7850,2,23.94158426370449,720.7275287562968,1.4734,2.7277
50.0,1.0,7850,1,22.24439371215845,665.3665094087423,1.5467,2.1273
50.0,1.0,7850,0,25.499092218159323,530.6275196164537,1.6805,1.482
50.0,1.0,7850,2,25.960688742311905,658.6115514066446,1.4824,2.9849
50.0,1.0,7850,1,18.789717422827326,363.9306517829365,1.556,3.8894
50.0,1.0,7850,2,31.695897411096418,690.9370144853232,1.4397,2.8453
50.0,1.0,7850,2,26.129816313470712,666.6512829921421,1.5048,2.9489
50.0,1.0,7850,2,20.811118048405348,706.9676384172744,1.4543,2.7808
50.0,1.0,7850,2,24.916179755723707,585.7252456744313,1.4899,3.3564
50.0,1.0,7850,1,19.732416921015776,485.76729685521263,1.5532,2.9139
50.0,1.0,7850,2,30.648804092998546,432.39159322702346,1.4868,4.5466
50.0,1.0,7850,2,29.232093651427196,443.8666947674145,1.4949,4.4291
50.0,1.0,7850,1,30.491522995842566,377.32682196036495,1.5645,3.7513
50.0,1.0,7850,2,25.94486068612045,688.3863638714912,1.4701,2.8558
50.0,1.0,7850,2,31.453189680402506,552.6404433587122,1.459,3.5573
50.0,1.0,7850,1,25.902308728267055,562.9092538113043,1.5871,2.5145
50.0,1.0,7850,2,23.951499694771158,505.11253112322595,1.4427,3.892
50.0,1.0,7850,2,28.534446263631306,592.2721924254625,1.4397,3.3193
50.0,1.0,7850,0,23.509428346301107,436.4213997138076,1.6725,1.8018
50.0,1.0,7850,2,21.907171834055788,574.4184690947418,1.4719,3.4224
50.0,1.0,7850,1,25.203833748436665,396.61899751652595,1.5493,3.5688
50.0,1.0,7850,2,30.78665792866893,635.2660113620416,1.4773,3.0946
50.0,1.0,7850,1,31.373053871647016,457.86939189481893,1.546,3.0914
50.0,1.0,7850,1,28.31400655244807,368.3258825454899,1.5822,3.8429
50.0,1.0,7850,1,27.030761947856,493.5769977247056,1.5802,2.8678
50.0,1.0,7850,2,25.226766190521836,353.68647786453533,1.4659,5.5583
50.0,1.0,7850,1,22.621453059418837,385.6377124960684,1.5631,3.6704
50.0,1.0,7850,1,23.38395545730488,356.7909541859295,1.5452,3.9672
50.0,1.0,7850,2,20.74445974857047,470.20292075259454,1.494,4.181
50.0,1.0,7850,0,30.509331127100936,656.6060002407926,1.663,1.1976
50.0,1.0,7850,2,18.966358344045272,419.7475048446212,1.4886,4.6836
50.0,1.0,7850,1,26.658203040182773,646.9482072549818,1.5867,2.1879
50.0,1.0,7850,1,21.760178582390015,411.29972344253673,1.5695,3.4414
50.0,1.0,7850,1,20.78426142304594,610.7616633505314,1.5682,2.3175
50.0,1.0,7850,0,31.16885670552564,356.83465296543926,1.67,2.2037
50.0,1.0,7850,1,23.646387963577787,417.58371520873663,1.5654,3.3896
50.0,1.0,7850,1,24.183379962233968,380.5929392746965,1.5687,3.7191
50.0,1.0,7850,1,18.344096369487698,679.9993843213974,1.5703,2.0816
50.0,1.0,7850,2,27.660527474467266,525.5176660394002,1.4797,3.7409
50.0,1.0,7850,1,20.77741829480155,610.6266694756453,1.5809,2.318
50.0,1.0,7850,0,19.143886043183713,373.15763259330896,1.6606,2.1073
50.0,1.0,7850,0,30.019544697055363,497.24955222524875,1.6658,1.5814
50.0,1.0,7850,2,22.08828995764309,675.2881666813896,1.4686,2.9112
50.0,1.0,7850,1,27.22807656564222,513.936367740579,1.5478,2.7541
50.0,1.0,7850,0,30.476582224036367,734.4604382797984,1.6686,1.0707
50.0,1.0,7850,0,22.41458140625057,579.3893064519139,1.6585,1.3572
50.0,1.0,7850,1,18.63695842086581,508.63384350057567,1.5502,2.7829
50.0,1.0,7850,0,21.487895509864437,718.8941321750629,1.675,1.0939
50.0,1.0,7850,0,31.62861921649085,423.11079355148763,1.6567,1.8585
50.0,1.0,7850,0,28.6196149225699,486.77584161824836,1.6799,1.6155
50.0,1.0,7850,1,19.338886871319726,481.2703484034081,1.5576,2.9411
50.0,1.0,7850,1,20.628130504593305,509.63239254049495,1.5522,2.7774
50.0,1.0,7850,1,24.083449942790644,521.9988136907067,1.5558,2.7116
50.0,1.0,7850,2,19.255847919037294,399.9759836100877,1.4612,4.9151
50.0,1.0,7850,0,26.062458865407812,714.9648423873459,1.6652,1.0999
50.0,1.0,7850,0,24.088947924820538,551.9302767219865,1.6647,1.4248
50.0,1.0,7850,2,18.208488997964935,633.3686716781162,1.4858,3.1039
50.0,1.0,7850,2,31.20244890300846,598.3774277410165,1.4684,3.2854
50.0,1.0,7850,1,28.972335649713155,731.5552934346963,1.5838,1.9349
50.0,1.0,7850,1,26.49093912206067,576.8699879281293,1.5448,2.4537
50.0,1.0,7850,1,24.328809240953454,729.1893601219433,1.561,1.9411
50.0,1.0,7850,1,23.964700757972498,628.8300018503952,1.5478,2.2509
50.0,1.0,7850,0,24.954840467205223,404.0973818390251,1.6573,1.946
50.0,1.0,7850,2,24.11033096403719,681.1063318938292,1.4773,2.8864
50.0,1.0,7850,1,21.629347488530605,506.30152196574534,1.5569,2.7957
50.0,1.0,7850,1,19.0436708271426,413.7399084485006,1.5796,3.4211
50.0,1.0,7850,2,20.97781244844676,450.5949367133772,1.4691,4.3629
50.0,1.0,7850,2,26.06684571027496,400.2826450624394,1.4554,4.9113
50.0,1.0,7850,1,25.174388827260607,471.9023306990123,1.5709,2.9995
50.0,1.0,7850,1,25.117716101497713,662.0073724905142,1.5432,2.1381
50.0,1.0,7850,0,22.172613095169666,547.4099004192892,1.6658,1.4365
50.0,1.0,7850,2,21.232660900133887,640.3449353543226,1.4412,3.0701
50.0,1.0,7850,2,21.933167921023852,548.8417377588157,1.4566,3.5819
50.0,1.0,7850,2,25.245002851143813,576.9476422146857,1.4526,3.4074
50.0,1.0,7850,1,21.933294929065287,413.39598953030236,1.546,3.424
50.0,1.0,7850,0,27.869946367447326,664.0018666654041,1.6818,1.1843
50.0,1.0,7850,0,26.268436172435553,655.8130524811229,1.6773,1.1991
50.0,1.0,7850,2,20.673846359462743,530.654852740089,1.4774,3.7047
50.0,1.0,7850,2,30.44528022913037,557.512266868166,1.4403,3.5262
50.0,1.0,7850,2,31.17255005566848,617.3833066498851,1.4628,3.1843
50.0,1.0,7850,2,31.764018521581004,556.7434279427584,1.4639,3.5311
50.0,1.0,7850,0,25.334739581739584,512.7282096781637,1.6674,1.5337
50.0,1.0,7850,1,26.216314325646763,441.13218583667754,1.5499,3.2087
50.0,1.0,7850,0,29.576993419451753,729.8698986947459,1.6674,1.0774
50.0,1.0,7850,1,23.71397462932812,650.7267936599934,1.5494,2.1752
50.0,1.0,7850,0,29.800060434894633,637.6321229570597,1.6697,1.2333
50.0,1.0,7850,2,29.392283699970175,503.2814927131733,1.4726,3.9062
50.0,1.0,7850,0,21.151745109175575,590.3690007273074,1.6625,1.332
50.0,1.0,7850,0,21.81927355317432,676.4469008037656,1.6665,1.1625
50.0,1.0,7850,2,24.228942551259543,426.54371307028964,1.4534,4.6089
50.0,1.0,7850,2,29.31175885466995,723.0394461483522,1.5037,2.719
50.0,1.0,7850,1,22.184987904828148,605.7683781967394,1.5851,2.3366
50.0,1.0,7850,2,27.487907173727788,627.224089186197,1.4917,3.1343
50.0,1.0,7850,1,30.27003479560677,676.2800054311106,1.5842,2.093
50.0,1.0,7850,2,22.761880223850802,574.0287000988029,1.4766,3.4248
50.0,1.0,7850,2,31.94581951559301,579.4481240459702,1.4748,3.3927
50.0,1.0,7850,2,18.3913864612237,727.2528817442196,1.4657,2.7032
50.0,1.0,7850,0,24.53375378889997,716.5974997725316,1.6566,1.0974
50.0,1.0,7850,1,24.58580570833351,606.0822472606163,1.5659,2.3354
50.0,1.0,7850,0,22.657467304122555,568.193410100901,1.6641,1.384
50.0,1.0,7850,2,18.28777170495514,536.4386851765624,1.5008,3.6647
50.0,1.0,7850,2,28.39287760114685,641.6208466494579,1.4756,3.064
50.0,1.0,7850,2,23.300106894145568,566.0185066666,1.4816,3.4732
50.0,1.0,7850,0,28.70800666986763,522.1884900298759,1.659,1.5059
50.0,1.0,7850,1,25.139341742674517,608.0117626070421,1.5868,2.328
50.0,1.0,7850,2,21.790287934510225,441.1378946344139,1.4417,4.4565
50.0,1.0,7850,2,24.696799366906546,551.7464316427449,1.4482,3.5631
50.0,1.0,7850,0,25.385291118169604,712.7846708605214,1.6733,1.1032
50.0,1.0,7850,0,21.30923679265,654.6094582344853,1.6593,1.2013
50.0,1.0,7850,2,18.35641798224239,423.24259201028815,1.4975,4.6449
50.0,1.0,7850,0,26.823748081025844,628.1542326827185,1.6714,1.2519
50.0,1.0,7850,0,26.838112719252642,393.9082791238974,1.6812,1.9963
50.0,1.0,7850,1,21.36939849441184,476.8227588303723,1.5855,2.9685
50.0,1.0,7850,0,18.037742735298842,676.6338951666371,1.6615,1.1622
50.0,1.0,7850,2,23.663544769710157,688.7492415940249,1.4894,2.8543
50.0,1.0,7850,1,29.77436244361472,450.8513277225647,1.5406,3.1395
50.0,1.0,7850,0,25.063943501051586,460.6419528948261,1.6604,1.7071
50.0,1.0,7850,0,31.06948034996456,475.49146581346974,1.661,1.6538
50.0,1.0,7850,2,30.819501576633932,627.729306585616,1.496,3.1318
50.0,1.0,7850,1,18.965485800705828,722.1778664315586,1.5616,1.96
50.0,1.0,7850,0,28.199374453529977,418.61755150803174,1.6754,1.8785
50.0,1.0,7850,2,27.01288025504002,697.0075306042111,1.4992,2.8205
50.0,1.0,7850,2,20.90585097164628,394.07931208355006,1.4992,4.9886
50.0,1.0,7850,1,22.4793422305662,668.1839685712412,1.5663,2.1184
50.0,1.0,7850,1,27.829505788318635,701.2071996343077,1.5799,2.0186
50.0,1.0,7850,1,18.58809783799588,481.8500937296223,1.5738,2.9375
50.0,1.0,7850,1,20.56191985813556,437.8417073439717,1.5631,3.2328
50.0,1.0,7850,0,24.580031225848426,640.7123296032305,1.6705,1.2273
50.0,1.0,7850,0,26.125409943364957,471.7150619826487,1.6588,1.667
50.0,1.0,7850,0,18.356657874909235,398.3182896521887,1.6728,1.9742
50.0,1.0,7850,1,27.176747008465206,625.0257070924058,1.5797,2.2646
50.0,1.0,7850,0,24.483711419832392,562.3268119002399,1.6659,1.3984
50.0,1.0,7850,1,19.687270823185496,702.8427063714361,1.556,2.0139
50.0,1.0,7850,0,31.641130319461084,497.3255950179894,1.6646,1.5812
50.0,1.0,7850,1,24.755933622331206,615.8526213277801,1.5835,2.2984
50.0,1.0,7850,2,31.384326552319706,428.4577543065541,1.4963,4.5883
50.0,1.0,7850,1,20.416809961776384,687.5046379935379,1.5409,2.0588
50.0,1.0,7850,0,20.21245427241346,486.45178145238197,1.678,1.6165
50.0,1.0,7850,0,25.993450757411807,418.28389413500025,1.6649,1.88
50.0,1.0,7850,0,29.429920113177218,627.658235594031,1.6613,1.2529
50.0,1.0,7850,2,31.80643513039533,629.7287920952599,1.4623,3.1218
50.0,1.0,7850,2,24.144751700649337,531.7526402739245,1.4428,3.697
50.0,1.0,7850,0,30.3767909229352,437.7051387157318,1.6564,1.7966
50.0,1.0,7850,0,29.03324476317686,497.04876683213035,1.6748,1.5821
50.0,1.0,7850,0,18.757653359974178,643.1592593841798,1.661,1.2227
50.0,1.0,7850,1,25.018861216442936,538.0934528197431,1.581,2.6305
50.0,1.0,7850,2,28.290458179887843,503.6402052241559,1.4614,3.9034
50.0,1.0,7850,2,30.08994999680757,425.23620659796404,1.4964,4.6231
50.0,1.0,7850,1,23.00506000535656,743.495735621284,1.5541,1.9038
50.0,1.0,7850,1,26.021406685840695,516.2957450340209,1.5614,2.7416
50.0,1.0,7850,1,31.236271708031634,545.7023855752122,1.5584,2.5938
50.0,1.0,7850,1,30.930804878600807,723.954951412507,1.5439,1.9552
50.0,1.0,7850,1,22.36832088800206,643.4785783049028,1.5487,2.1997
50.0,1.0,7850,2,30.331361145132966,428.37898688478464,1.4504,4.5892
50.0,1.0,7850,0,23.541390822410698,350.70223235623627,1.6662,2.2423
50.0,1.0,7850,1,20.16574565117128,544.720001153798,1.5841,2.5985
50.0,1.0,7850,1,20.793563617733398,368.9032444018235,1.5426,3.8369
50.0,1.0,7850,0,31.995379477772794,486.24854683105025,1.6755,1.6172
50.0,1.0,7850,1,29.10528108270757,422.55950396147813,1.5627,3.3497
50.0,1.0,7850,2,20.19961889608662,472.8968752362525,1.4496,4.1572
